City,Mode,Output,Variable,Pearson_r,Spearman_r,SRC,PRCC,abs_Pearson_r,abs_Spearman_r,abs_SRC,abs_PRCC
Fresno,Gas Truck,Total Cost,Distribution Leakage Rate,-0.010767431556422508,-0.010239173989374701,0.0010994120893215596,-0.007750638539283161,0.010767431556422508,0.010239173989374701,0.0010994120893215596,0.007750638539283161
Fresno,Gas Truck,Total Cost,Pipeline Capital Cost,-0.007189628125379454,-0.010863417384634174,0.00031915144068532357,-0.00264393846428257,0.007189628125379454,0.010863417384634174,0.00031915144068532357,0.00264393846428257
Fresno,Gas Truck,Total Cost,Hydrogen Fuel Carbon Intensity,0.006371735360837971,0.0027477739234777394,-0.0011500885114559397,0.011998542603823116,0.006371735360837971,0.0027477739234777394,0.0011500885114559397,0.011998542603823116
Fresno,Gas Truck,Total Cost,Liquefaction Efficiency,0.0012210010799990957,0.0036664683366646835,0.00031418946427697037,-0.0018680784540255882,0.0012210010799990957,0.0036664683366646835,0.00031418946427697037,0.0018680784540255882
Fresno,Gas Truck,Total Cost,Station Leakage Rate,-0.0002832400871260328,0.00327986431487736,0.006444293961218845,0.04592715444539229,0.0002832400871260328,0.00327986431487736,0.006444293961218845,0.04592715444539229
Fresno,Gas Truck,Total Cost,Transmission Length,,,0.0,,,,0.0,
Fresno,Gas Truck,Total GHG Cost,Electricity Carbon Intensity,0.9984293935560821,0.9984186651361866,0.9981037090700517,0.9999507831194109,0.9984293935560821,0.9984186651361866,0.9981037090700517,0.9999507831194109
Fresno,Gas Truck,Total GHG Cost,Hydrogen Fuel Carbon Intensity,0.06168094736287184,0.061257893280578936,0.052519157050704014,0.9825149563882986,0.06168094736287184,0.061257893280578936,0.052519157050704014,0.9825149563882986
Fresno,Gas Truck,Total GHG Cost,Station Leakage Rate,-0.018873187714065126,-0.018974131270196693,-4.274022843957431e-05,-0.009740438523860237,0.018873187714065126,0.018974131270196693,4.274022843957431e-05,0.009740438523860237
Fresno,Gas Truck,Total GHG Cost,Stations,0.017814367679291943,0.018150392480456325,0.00012128786490271244,0.01597402435285529,0.017814367679291943,0.018150392480456325,0.00012128786490271244,0.01597402435285529
